,pic_id,pic_name,pic_source,relic_geograpicLocation,relic_materials,relic_creationDate,statue_name,statue_alias,statue_description,relic_creationDate_english,pic_source_english,pic_name_english,relic_materials_english,statue_name_english,statue_alias_english,statue_description_english
2133,2134,七佛像之二（故宫博物院藏）  ,故宫博物院编.故宫博物院藏品大系 雕塑编6 金石造像.北京：紫禁城出版社，2009.9   ,北京故宫博物院藏 ,铜鎏金，高0.195米，��0.055米  ,唐代  ,七佛,过去七佛,释迦牟尼佛及在其以前出现的六位佛陀。即过去庄严劫末的毗婆尸、尸弃、毗舍浮三佛，与现在贤劫初的拘留孙、俱那含牟尼、迦叶、释迦牟尼四佛。这七佛皆已入灭，故又称过去七佛。,The Tang Dynasty ,"Palace Museum compiled. Palace Museum collections large sculpture compiled 6 stone statues. Beijing: Forbidden City publishing house, 2009.9 ",The seven statues of the two Palace Tibetan） ,"Copper gilt, High-0. 195 meters,��0.055 m ",Seven Buddha,Over the past seven Buddha,"Shakyamuni Buddha and in it previously appeared of the six Buddha. That is the past stately robbed at the end of the adjoin woman dead, a corpse abandoned, adjoin the rounded floating three Buddha, and now Xian robbery at the beginning of the detention of the sun, a club that containing Muni and Kashyapa, the Buddha four Buddha. This seven Buddha have switched into off, so called the past seven Buddha."
2134,2135,七佛像之三（故宫博物院藏）  ,故宫博物院编.故宫博物院藏品大系 雕塑编6 金石造像.北京：紫禁城出版社，2009.9   ,北京故宫博物院藏 ,铜鎏金，高0.049米，��0.025米  ,唐代  ,七佛,过去七佛,释迦牟尼佛及在其以前出现的六位佛陀。即过去庄严劫末的毗婆尸、尸弃、毗舍浮三佛，与现在贤劫初的拘留孙、俱那含牟尼、迦叶、释迦牟尼四佛。这七佛皆已入灭，故又称过去七佛。,The Tang Dynasty ,"Palace Museum compiled. Palace Museum collections large sculpture compiled 6 stone statues. Beijing: Forbidden City publishing house, 2009.9 ",Seven Buddhas of the three Palace Museum Tibetan） ,"Copper gilt, High-0. 049 meters,��0.025 m ",Seven Buddha,Over the past seven Buddha,"Shakyamuni Buddha and in it previously appeared of the six Buddha. That is the past stately robbed at the end of the adjoin woman dead, a corpse abandoned, adjoin the rounded floating three Buddha, and now Xian robbery at the beginning of the detention of the sun, a club that containing Muni and Kashyapa, the Buddha four Buddha. This seven Buddha have switched into off, so called the past seven Buddha."
2135,2136,释迦牟尼佛与七大药师（拉萨布达拉宫）  ,姜怀英、甲央、噶苏•彭措朗杰编著.中国古代建筑：西藏布达拉宫.北京：文物出版社，1996.10   ,西藏拉萨布达拉宫红宫世袭殿 ,铜鎏金，高1.85米，宽1.4米  ,清代  ,七佛药师,七躬医王,此七佛即：善名称吉祥王佛、宝月智严光音自在王佛、金色宝光妙行成就佛、无忧最胜吉祥佛、法海雷音佛、法海胜慧游戏神通佛、药师琉璃光佛。前排的塑像从东至西分�e为药师琉璃光佛、法海胜慧游戏神通佛、金色宝光妙行成就佛、法海雷音佛；后排的塑像从东至西分�e为释迦牟尼佛、宝月智严光音自在王佛、无忧最胜吉祥佛、善名称吉祥王佛。,The Qing dynasty ,"Jiang Huai Ying, a Central, karma Samui•Phuntsog Namgyal EDS. Ancient Chinese architecture: Potala Palace in Tibet. Beijing: Cultural Relics press, 1996.10 ",Shakyamuni Buddha and the seven Medicine Division Potala Palace in Lhasa） ,"Copper Gilt, the High 1. 85 meters, a width of 1. 4 m ",The seven Buddha Yakushi,Seven bow medical King,"This seven Buddha namely: good name auspicious King Buddha, treasure on Chi Yan light tone comfortable king Buddha, Golden baoguang wonderful line achievement Buddha, worry-free the most wins and auspicious Buddha, Sea Ray, Audio Buddha, FA-Hai Sheng Hui game avatar Buddha, pharmacists glass light Buddha. The front row of statues from the East to the West Division�e as pharmacists glass light Buddha, FA-Hai Sheng Hui game avatar Buddha, Golden baoguang wonderful line achievement Buddha, fahai thunder sound of the Buddha; the rear of the statue from the East to the West Division�e as Shakyamuni Buddha, treasure on Chi Yan light tone comfortable king Buddha, no worries most wins Lucky Buddha, good name auspicious King Buddha."
2286,2287,主室南壁前三身佛立像之一（敦煌莫高窟）  ,段文杰主编. 中国美术全集 雕塑编7 敦煌彩塑.北京：人民美术出版社，1987.12   ,甘肃敦煌莫高窟四二七窟 ,彩塑，高4.25米  ,隋代  ,三身佛,,释迦牟尼佛与毗卢遮那佛、卢舍那佛之并称。法身佛毗卢遮那佛，代表佛教真理（佛法）凝聚所成的佛身；报身佛卢舍那佛，经过修习得到佛果，享有佛国（净土）之身；应身佛，又称化身佛，即释迦牟尼佛。,The Sui Dynasty ,"Section Wenjie editor. The Chinese fine arts series sculpture series 7 Dunhuang painted sculpture. Beijing: people's fine arts publishing house, 1987.12 ",The main chamber of the South wall of the front third of the body of the Buddha erect images of the Dunhuang Mogao Grottoes） ,"Painted sculpture, high 4. 25 meters ",Three body Buddha,,"Shakyamuni Buddha and the Vairocana Buddha, Lu homes that Buddha called it. Dharmakaya Buddha, Vairocana Buddha, representing the Buddhist truth of the Dharma）condensed into a Buddha body; the message body of the Buddha Lu homes that Buddha, through the practice to obtain the Buddha fruit, the views of the Buddha country, the Pure Land of the body; it should be the body Buddha, also known as the incarnation of the Buddha, i.e. Shakyamuni Buddha。"
2287,2288,主室北壁前三身佛立像之二（敦煌莫高窟）  ,段文杰主编. 中国美术全集 雕塑编7 敦煌彩塑.北京：人民美术出版社，1987.12   ,甘肃敦煌莫高窟四二七窟 ,彩塑，高4.25米  ,隋代  ,三身佛,,释迦牟尼佛与毗卢遮那佛、卢舍那佛之并称。法身佛毗卢遮那佛，代表佛教真理（佛法）凝聚所成的佛身；报身佛卢舍那佛，经过修习得到佛果，享有佛国（净土）之身；应身佛，又称化身佛，即释迦牟尼佛。,The Sui Dynasty ,"Section Wenjie editor. The Chinese fine arts series sculpture series 7 Dunhuang painted sculpture. Beijing: people's fine arts publishing house, 1987.12 ",The main compartment of the North wall of the front third of the body of the Buddha erect images of the two Dunhuang Mogao Grottoes） ,"Painted sculpture, high 4. 25 meters ",Three body Buddha,,"Shakyamuni Buddha and the Vairocana Buddha, Lu homes that Buddha called it. Dharmakaya Buddha, Vairocana Buddha, representing the Buddhist truth of the Dharma）condensed into a Buddha body; the message body of the Buddha Lu homes that Buddha, through the practice to obtain the Buddha fruit, the views of the Buddha country, the Pure Land of the body; it should be the body Buddha, also known as the incarnation of the Buddha, i.e. Shakyamuni Buddha。"
2288,2289,释迦殿三身佛（介休李姑岩）  ,冯骥才主编.绵山神佛造像上品.北京：中华书局，2009.3   ,山西介休李姑岩 ,彩塑，各通高1.3米  ,明代  ,三身佛,,释迦牟尼佛与毗卢遮那佛、卢舍那佛之并称。法身佛毗卢遮那佛，代表佛教真理（佛法）凝聚所成的佛身；报身佛卢舍那佛，经过修习得到佛果，享有佛国（净土）之身；应身佛，又称化身佛，即释迦牟尼佛。,The Ming Dynasty ,"Feng jicai editor. MIAN mountain the Buddha statues on the product. Beijing: Zhonghua Book Company, the 2009.3 ",Bodhgaya Temple Three Body Buddha（Jiexiu Lee Koo rock） ,"Painted sculpture, each of the through high 1. 3 meters ",Three body Buddha,,"Shakyamuni Buddha and the Vairocana Buddha, Lu homes that Buddha called it. Dharmakaya Buddha, Vairocana Buddha, representing the Buddhist truth of the Dharma）condensed into a Buddha body; the message body of the Buddha Lu homes that Buddha, through the practice to obtain the Buddha fruit, the views of the Buddha country, the Pure Land of the body; it should be the body Buddha, also known as the incarnation of the Buddha, i.e. Shakyamuni Buddha。"
2289,2290,释迦殿三身佛之一（介休李姑岩）  ,冯骥才主编.绵山神佛造像上品.北京：中华书局，2009.3   ,山西介休李姑岩 ,彩塑，通高1.3米  ,明代  ,三身佛,,释迦牟尼佛与毗卢遮那佛、卢舍那佛之并称。法身佛毗卢遮那佛，代表佛教真理（佛法）凝聚所成的佛身；报身佛卢舍那佛，经过修习得到佛果，享有佛国（净土）之身；应身佛，又称化身佛，即释迦牟尼佛。,The Ming Dynasty ,"Feng jicai editor. MIAN mountain the Buddha statues on the product. Beijing: Zhonghua Book Company, the 2009.3 ",Bodhgaya Temple the third body of the Buddha one of Jiexiu Lee Koo rock） ,"Painted sculpture, through high 1. 3 meters ",Three body Buddha,,"Shakyamuni Buddha and the Vairocana Buddha, Lu homes that Buddha called it. Dharmakaya Buddha, Vairocana Buddha, representing the Buddhist truth of the Dharma）condensed into a Buddha body; the message body of the Buddha Lu homes that Buddha, through the practice to obtain the Buddha fruit, the views of the Buddha country, the Pure Land of the body; it should be the body Buddha, also known as the incarnation of the Buddha, i.e. Shakyamuni Buddha。"
2290,2291,释迦殿三身佛之二（介休李姑岩）  ,冯骥才主编.绵山神佛造像上品.北京：中华书局，2009.3   ,山西介休李姑岩 ,彩塑，通高1.3米  ,明代  ,三身佛,,释迦牟尼佛与毗卢遮那佛、卢舍那佛之并称。法身佛毗卢遮那佛，代表佛教真理（佛法）凝聚所成的佛身；报身佛卢舍那佛，经过修习得到佛果，享有佛国（净土）之身；应身佛，又称化身佛，即释迦牟尼佛。,The Ming Dynasty ,"Feng jicai editor. MIAN mountain the Buddha statues on the product. Beijing: Zhonghua Book Company, the 2009.3 ",Bodhgaya Temple the third body of the Buddha II Jiexiu Lee Koo rock） ,"Painted sculpture, through high 1. 3 meters ",Three body Buddha,,"Shakyamuni Buddha and the Vairocana Buddha, Lu homes that Buddha called it. Dharmakaya Buddha, Vairocana Buddha, representing the Buddhist truth of the Dharma）condensed into a Buddha body; the message body of the Buddha Lu homes that Buddha, through the practice to obtain the Buddha fruit, the views of the Buddha country, the Pure Land of the body; it should be the body Buddha, also known as the incarnation of the Buddha, i.e. Shakyamuni Buddha。"
2291,2292,释迦殿三身佛之三（介休李姑岩）  ,冯骥才主编.绵山神佛造像上品.北京：中华书局，2009.3   ,山西介休李姑岩 ,彩塑，通高1.3米  ,明代  ,三身佛,,释迦牟尼佛与毗卢遮那佛、卢舍那佛之并称。法身佛毗卢遮那佛，代表佛教真理（佛法）凝聚所成的佛身；报身佛卢舍那佛，经过修习得到佛果，享有佛国（净土）之身；应身佛，又称化身佛，即释迦牟尼佛。,The Ming Dynasty ,"Feng jicai editor. MIAN mountain the Buddha statues on the product. Beijing: Zhonghua Book Company, the 2009.3 ",Bodhgaya Temple Three Body Buddha of the three Jiexiu Lee Koo rock） ,"Painted sculpture, through high 1. 3 meters ",Three body Buddha,,"Shakyamuni Buddha and the Vairocana Buddha, Lu homes that Buddha called it. Dharmakaya Buddha, Vairocana Buddha, representing the Buddhist truth of the Dharma）condensed into a Buddha body; the message body of the Buddha Lu homes that Buddha, through the practice to obtain the Buddha fruit, the views of the Buddha country, the Pure Land of the body; it should be the body Buddha, also known as the incarnation of the Buddha, i.e. Shakyamuni Buddha。"
2297,2298,三世佛像（杭州上天竺法喜寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,浙江杭州上天竺法喜寺 ,泥塑贴金  ,近代  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,Modern ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",III Buddha（Hangzhou heaven 竺法 hi temple） ,Clay gold ,III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
2298,2299,三世佛像（宁波天童寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,浙江宁波天童寺佛殿 ,泥塑贴金，总高13.5米，佛身高6.38米  ,1979年  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,One thousand nine hundred seventy nine ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",III Buddha Ningbo TianTong temple） ,"Clay gilding, total height of 13. 5 meters, the Buddha Height 6. 38 m ",III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
2299,2300,三尊（泉州清源山碧霄岩）  ,杨伯达主编.中国美术全集 雕塑篇6 元明清雕塑.北京：人民美术出版社，1988.12   ,福建泉州清源山碧霄岩 ,依岩壁雕位于石窟中，窟高2.5米、宽5.1米、深0.7米，三尊花岗岩石像都是吐蕃式样，并排结跏趺坐莲台，释迦...  ,元至元二十九年（1292）  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,Yuan Yuan twenty-nine years 1292） ,"Yang primary up to the editor. Chinese art collection sculptures Article 6 Yuan, Ming, Qing sculpture. Beijing: people's fine arts publishing house, 1988.12 ",Three statue of Quanzhou Qingyuan mountain bi Xiao Yan） ,"According to the rock carving is located in the cave, the cave High 2. 5 meters and a width of 5. 1 m, depth 0. 7 meters, three statues, granite stone statues are Tibetan style, side-by-side of the junction he is depicted sitting Lotus throne, the Buddha... ",III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
2300,2301,三世佛像（扬州大明寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,江苏扬州大明寺大雄宝殿 ,泥塑贴金  ,清同治  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,Qing dynasty ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",III Buddha（Yangzhou Daming temple） ,Clay gold ,III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
2301,2302,三世佛像（苏州西园寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,江苏苏州西园寺大雄宝殿 ,泥塑贴金  ,清末  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,The late Qing dynasty ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",III Buddha Suzhou West Garden temple） ,Clay gold ,III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
2302,2303,三世佛像（上海玉佛寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,上海玉佛寺大雄宝殿 ,泥塑贴金  ,民国七年(1918)  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,The Republic of China seven years(1918) ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",III Buddha Shanghai Temple of the Emerald Buddha） ,Clay gold ,III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
2303,2304,三世佛像（昆明太华寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,云南昆明太华寺大雄宝殿 ,泥塑贴金  ,清康熙二十七年（1688）  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,Qing Emperor Kangxi twenty-seven years 1688） ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ","III Buddha（Kunming, too, the temple） ",Clay gold ,III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
2304,2305,三世佛像（昆明华亭寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,云南昆明华亭寺大雄宝殿 ,泥塑贴金  ,清康熙二十六年（1687）  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,Qing Emperor Kangxi twenty-six years 1687） ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ","III Buddha（Kunming, Huating temple） ",Clay gold ,III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
2305,2306,三世佛像（庐山东林寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,江西庐山东林寺念佛堂 ,泥塑贴金  ,明万历  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,Ming Dynasty ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",III Buddha（Lushan Donglin temple） ,Clay gold ,III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
2306,2307,三世佛坐像（北京碧云寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,北京碧云寺五百罗汉堂 ,泥塑贴金  ,清乾隆十三年(1748)  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,Qianlong thirteen years(1748) ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",III Buddha seated in Beijing Biyun temple） ,Clay gold ,III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
2307,2308,三世佛（大同上华严寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,山西大同上华严寺大雄宝殿 ,木雕  ,清代  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,The Qing dynasty ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",III Buddha（Datong on ISKCON temple） ,Wood carving ,III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
2308,2309,三世佛坐姿像（建福州涌泉寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,福建福州涌泉寺大雄宝殿 ,泥塑贴金  ,明代  ,三世佛,三宝佛,三世佛，是大乘佛教的主要崇敬对象，俗称“三宝佛”。根据印度哲学，时间和空间是混淆的，因此三世佛分为以空间计算的“横三世佛”与以时间计算的“纵三世佛”。横三世佛：指中央释迦牟尼佛、东方药师佛（另一说是东方阿�z佛，又称“不动佛”）、西方阿弥陀佛；纵三世佛：指过去佛燃灯佛、现在佛释迦牟尼佛、未来佛弥勒佛。,The Ming Dynasty ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",III the Buddha sitting like a built in Fuzhou Yongquan temple） ,Clay gold ,III Buddha,Sambo Buddha,"III the Buddha is the Mahayana Buddhism the main reverence for the object, commonly known as“Sambo Buddha.” According to Indian philosophy, time and space are confused, and therefore III the Buddha is divided into to space to calculate the“horizontal III Buddha”and in a time calculation“vertical III Buddha.” The horizontal III Buddha: refers to the Central Shakyamuni Buddha, Oriental Medicine Buddha, another that is the East Al�z Buddha, also known as the“motionless Buddha”, the Western Amitabha; vertical III Buddha: refers to the past Buddhas 燃灯佛, present Buddha Shakyamuni, the future Buddha Maitreya is."
